Conglomerado,Anio,Fecha_cgl,Estado,Municipio,Formato,Tipo_cgl_estandar,Monitoreo,Muestreado,Cubierta_Vegetal,Tenencia,Altitud,Pendiete_promedio,Fisiografia,Exposicion,Veg_prim_levantada,Veg_sec_levanatda,Sitios_x_cgl,Sitio_1,Sitio_2,Sitio_3,Sitio_4,X,Y
73376,2014,15/11/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Ejidal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
69849,2014,24/07/2014,Oaxaca,San Juan Bautista Valle Naci,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72507,2014,24/07/2014,Oaxaca,San Juan Mazatlan,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72721,2014,13/08/2014,Oaxaca,San Juan Mazatlan,No aplica,No aplica,No,0,No,Ejidal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72079,2014,21/08/2014,Oaxaca,Santiago Yaveo,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72530,2014,13/11/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72296,2014,09/08/2014,Oaxaca,San Juan Mazatlan,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
76559,2014,06/07/2014,Oaxaca,Tataltepec de Valdes,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72279,2014,17/08/2014,Oaxaca,Santa Maria Yalina,Bosque,Inicial,No,1,Si,Comunal,2346,45,Ladera,Oeste,BM,VSna,4,1,1,1,1,-96.31711044,17.27908267
73364,2014,25/08/2014,Oaxaca,San Juan Guichicovi,Bosque,Inicial,No,1,Si,Comunal,558,29,Ladera,Sureste,BQ,VSA,4,1,1,1,1,-95.15463889,17.00438889
73381,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73149,2014,10/08/2014,Oaxaca,San Juan Mazatlan,Selva,Inicial,No,1,Si,Comunal,383,47,Lomerio,Noroeste,SMQ,VSA,4,1,1,1,1,-95.33994411,17.058
68401,2014,29/09/2014,Oaxaca,San Bartolome Ayautla,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
70281,2014,15/07/2014,Oaxaca,Villa de Tamazulápam del Pro,Bosque,Reemplazo,No,1,Si,Comunal,2281,20,Lomerio,Oeste,BQ,VSaa,4,1,1,1,1,-97.62144378,17.72488822
70532,2014,24/07/2014,Oaxaca,San Pedro Yolox,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72539,2014,09/09/2014,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Ejidal,524,31,Ladera,Oeste,SAP,VSA,4,1,1,1,1,NULL,NULL
74378,2014,07/08/2014,Oaxaca,San Carlos Yautepec,Selva,Inicial,No,1,Si,Comunal,850,80,Ladera,Oeste,SBC,VSA,4,1,1,1,1,-95.77411044,16.8055
73173,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
68649,2014,18/09/2014,Oaxaca,Santa Ana Cuauhtemoc,Bosque,Inicial,No,1,Si,Comunal,978,40,Lomerio,Norte,BM,VSA,4,1,1,1,1,-96.80666667,18.02044378
75891,2014,21/06/2014,Oaxaca,Santiago Ixtayutla,Bosque,Inicial,No,1,Si,Comunal,1308,40,Lomerio,Norte,BQP,VSna,4,1,1,1,1,-97.61161111,16.50997222
73802,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74402,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
70994,2014,24/09/2014,Oaxaca,San Juan Petlapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
70309,2014,30/08/2014,Oaxaca,Santiago Comaltepec,Selva,Reemplazo,No,1,Si,Comunal,256,80,Bajo,Norte,SMQ,VSA,4,1,1,1,1,-96.29777744,17.68541633
72932,2014,19/08/2014,Oaxaca,San Juan Mazatlan,No aplica,No aplica,No,0,No,Ejidal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
75523,2014,01/07/2014,Oaxaca,Santiago Ixtayutla,Selva,Inicial,No,1,Si,Comunal,576,49,Lomerio,Sureste,SMS,VSaa,4,1,1,1,1,-97.70222222,16.603
70075,2014,22/09/2014,Oaxaca,San Felipe Usila,Bosque,Inicial,No,1,Si,Comunal,1254,75,Barranca,Este,BM,VSA,4,1,1,1,1,NULL,NULL
70524,2014,24/07/2014,Oaxaca,San Juan Bautista Cuicatlan,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72966,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72930,2014,24/07/2014,Oaxaca,San Juan Cotzocon,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73166,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72532,2014,13/11/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72298,2014,10/08/2014,Oaxaca,San Juan Mazatlan,Selva,Inicial,No,1,Si,Comunal,127,10,Planicie,Sur,SMQ,VSA,4,1,1,1,1,-95.42494378,17.24244411
73334,2014,13/08/2014,Oaxaca,Teotitlan del Valle,Bosque,Inicial,No,1,Si,Comunal,1945,45,Ladera,Sureste,BQ,VSA,4,1,1,1,1,-96.56108333,17.06216667
69154,2014,24/09/2014,Oaxaca,San Juan Bautista Valle Naci,Selva,Reemplazo,No,1,Si,Comunal,133,20,Lomerio,Norte,SMQ,VSA,4,1,1,1,1,-96.24219411,17.90986111
71011,2014,24/07/2014,Oaxaca,San Juan Cotzocon,Selva,Inicial,Si,1,Si,Propiedad Particular,96,15,Planicie,Este,SBC,VSA,4,1,1,1,1,-95.27105489,17.50686111
74000,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74002,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
75136,2014,17/06/2014,Oaxaca,La Reforma,Bosque,Inicial,No,1,Si,Comunal,1227,49,Lomerio,Sur,BP,VSA,4,1,1,1,1,-97.88666633,16.69827744
73566,2014,02/08/2014,Oaxaca,San Juan Mazatlan,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
76274,2014,02/07/2014,Oaxaca,San Carlos Yautepec,Bosque,Inicial,No,1,Si,Comunal,2022,45,Lomerio,Sur,BQ,VSaa,4,1,1,1,1,-96.26077778,16.37386044
67884,2014,21/09/2014,Oaxaca,San Jose Tenango,Selva,Inicial,No,1,Si,Propiedad Particular,808,40,Lomerio,Este,SAP,VSA,4,1,1,1,1,-96.70688889,18.15266667
76289,2014,12/07/2014,Oaxaca,Magdalena Tequisistlan,Bosque,Inicial,No,1,Si,Ejidal,740,20,Lomerio,Noreste,BQ,VSaa,4,1,1,1,1,-95.56161111,16.34480522
76557,2014,06/07/2014,Oaxaca,Tataltepec de Valdes,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
77344,2014,18/07/2014,Oaxaca,Santa Catarina Juquila,Selva,Inicial,No,1,Si,Comunal,359,59,Ladera,Este,SMS,VSA,4,1,1,1,1,-97.34805522,16.00611111
73583,2014,08/11/2014,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Comunal,231,55,Ladera,Sur,SMQ,VSna,4,1,1,1,1,NULL,NULL
72747,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
67016,2014,07/10/2014,Oaxaca,Santa Maria Chilchotla,Selva,Inicial,Si,1,Si,Comunal,697,65,Lomerio,Noreste,SMQ,VSA,4,1,1,1,1,-96.74911078,18.28986078
68888,2014,21/10/2014,Oaxaca,Tepelmeme Villa de Morelos,Bosque,Inicial,No,1,Si,Ejidal,2551,30,Ladera,Noreste,BQ,VSA,4,1,1,1,1,-97.28052711,17.99099967
76588,2014,05/08/2014,Oaxaca,San Carlos Yautepec,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
76622,2014,19/07/2014,Oaxaca,San Francisco del Mar,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
70760,2014,05/10/2014,Oaxaca,San Pedro Yolox,Bosque,Inicial,No,1,Si,Comunal,1628,78,Ladera,Noroeste,BM,VSA,4,1,1,1,1,-96.44524967,17.60044444
77086,2014,03/08/2014,Oaxaca,Santa Maria Ecatepec,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
76867,2014,18/07/2014,Oaxaca,Asuncion Tlacolulita,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
77435,2014,30/06/2014,Oaxaca,San Bartolome Loxicha,Selva,Inicial,No,1,Si,Ejidal,683,20,Ladera,Este,SMS,VSA,4,1,1,1,1,-96.791083,15.94252744
69856,2014,01/09/2014,Oaxaca,Ayotzintepec,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
70526,2014,07/11/2014,Oaxaca,San Juan Bautista Atatlahuca,Bosque,Inicial,No,1,Si,Comunal,1500,78,Ladera,Este,BQ,VSA,4,1,1,1,1,-96.77330489,17.65741667
70992,2014,27/08/2014,Oaxaca,Santiago Camotlan,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73525,2014,13/07/2014,Oaxaca,San Juan Teita,Bosque,Reemplazo,No,1,Si,Comunal,1631,45,Lomerio,Este,BQ,VSA,4,1,1,1,1,-97.45655556,17.04799967
73793,2014,13/11/2014,Oaxaca,Santa Maria Chimalapa,Bosque,Reemplazo,No,1,Si,Ejidal,389,51,Ladera,Sur,BPQ,VSA,4,1,1,1,1,-94.64505522,16.88988856
71609,2014,18/07/2014,Oaxaca,San Juan Ðumi,Bosque,Inicial,No,1,Si,Comunal,3044,50,Ladera,Este,BPQ,VSna,4,1,1,1,1,-97.76974933,17.463
72060,2014,31/08/2014,Oaxaca,Teococuilco de Marcos Perez,Bosque,Inicial,No,1,Si,Comunal,1948,35,Ladera,Suroeste,BP,VSA,4,1,1,1,1,-96.64413856,17.33630522
68652,2014,20/09/2014,Oaxaca,San Pedro Teutila,Selva,Inicial,No,1,Si,Comunal,159,50,Ladera,Norte,SAP,VSna,4,1,1,1,1,NULL,NULL
74200,2014,10/11/2014,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Comunal,403,39,Barranca,Suroeste,SAP,VSna,4,1,1,1,1,-94.74241633,16.80402778
73526,2014,16/08/2014,Oaxaca,San Juan Teita,Otras comunidades,Inicial,No,1,Si,Comunal,1485,55,Ladera,Sur,VPN,VSna,4,1,1,1,1,-97.40691667,17.04549967
69364,2014,27/10/2014,Oaxaca,Tlacotepec Plumas,Bosque,Inicial,No,1,Si,Comunal,2522,81,Ladera,Este,BQ,VSA,4,1,1,1,1,-97.51969378,17.90775
74343,2014,17/07/2014,Oaxaca,Santiago Yosondua,Bosque,Inicial,No,1,Si,Comunal,1752,75,Ladera,Este,BQ,VSna,4,1,1,1,1,-97.41277778,16.86522222
72286,2014,12/10/2014,Oaxaca,Totontepec Villa de Morelos,Bosque,Inicial,No,1,Si,Comunal,1539,34,Ladera,Este,BM,VSA,4,1,1,1,1,-95.988583,17.26630556
74611,2014,24/07/2014,Oaxaca,San Miguel Chimalapa,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74941,2014,23/06/2014,Oaxaca,Santa Cruz Itundujia,Bosque,Inicial,No,1,Si,Comunal,1179,35,Ladera,Suroeste,BQ,VSA,4,1,1,1,1,-97.65138889,16.73688856
71860,2014,19/09/2014,Oaxaca,San Juan Comaltepec,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
75521,2014,26/06/2014,Oaxaca,Santa Cruz Itundujia,Bosque,Inicial,No,1,Si,Ejidal,1099,71,Ladera,Este,BQ,VSA,4,1,1,1,1,-97.795833,16.60547222
76859,2014,24/07/2014,Oaxaca,San Pedro Mixtepec - Distr.,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74385,2014,29/07/2014,Oaxaca,Guevea de Humboldt,Bosque,Inicial,No,1,Si,Comunal,1227,45,Ladera,Noreste,BM,VSA,4,1,1,1,1,-95.44661078,16.791583
74604,2014,16/11/2014,Oaxaca,San Miguel Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74409,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
76250,2014,24/07/2014,Oaxaca,San Juan Quiahije,Bosque,Inicial,No,1,Si,Comunal,1099,65,Lomerio,Oeste,BP,VSA,4,1,1,1,1,-97.38111044,16.41275
77186,2014,10/07/2014,Oaxaca,San Carlos Yautepec,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
70764,2014,24/08/2014,Oaxaca,Ixtlan de Juarez,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
75519,2014,20/06/2014,Oaxaca,La Reforma,Bosque,Inicial,No,1,Si,Comunal,1243,10,Ladera,Norte,BPQ,VSna,4,1,1,1,1,-97.88947189,16.60830556
74404,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
75751,2014,22/07/2014,Oaxaca,Magdalena Tequisistlan,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74608,2014,24/07/2014,Oaxaca,San Miguel Chimalapa,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72955,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
70316,2014,10/09/2014,Oaxaca,Santiago Jocotepec,Selva,Inicial,No,1,Si,Ejidal,408,35,Lomerio,Suroeste,SMQ,VSna,4,1,1,1,1,NULL,NULL
72938,2014,15/08/2014,Oaxaca,San Juan Guichicovi,Selva,Inicial,No,1,Si,Comunal,409,28,Barranca,Norte,SAP,VSA,4,1,1,1,1,NULL,NULL
71651,2014,25/09/2014,Oaxaca,San Juan Lalana,Bosque,Inicial,No,1,Si,Comunal,315,80,Barranca,Noroeste,BQ,VSA,4,1,1,1,1,-95.79436078,17.393833
73591,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73741,2014,11/07/2014,Oaxaca,Santa Maria Peñoles,Bosque,Inicial,No,1,Si,Comunal,1813,37,Ladera,Suroeste,PI,VSna,4,1,1,1,1,-97.08022156,16.98999967
74191,2014,22/07/2014,Oaxaca,Santo Domingo Petapa,Selva,Inicial,No,1,Si,Comunal,338,35,Ladera,Sur,SBC,VSA,4,1,1,1,1,-95.16355556,16.82386044
74410,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72287,2014,13/10/2014,Oaxaca,Totontepec Villa de Morelos,Bosque,Inicial,No,1,Si,Comunal,940,68,Ladera,Este,BM,VSA,4,1,1,1,1,-95.94161078,17.26436111
74610,2014,24/07/2014,Oaxaca,San Miguel Chimalapa,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73373,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73382,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
76943,2014,07/07/2014,Oaxaca,Villa de Tututepec de Melcho,Selva,Inicial,No,1,Si,Comunal,852,45,Ladera,Norte,SMC,VSna,4,1,1,1,1,-97.481916,16.19049967
73584,2014,06/11/2014,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Comunal,153,25,Lomerio,Este,PI,VSna,4,1,1,1,1,-94.68852744,16.93697189
76860,2014,03/08/2014,Oaxaca,San Carlos Yautepec,Bosque,Inicial,No,1,Si,Comunal,2442,88,Ladera,Este,BP,VSA,4,1,1,1,1,-96.08188822,16.18636078
74601,2014,16/11/2014,Oaxaca,San Miguel Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
69387,2014,07/09/2014,Oaxaca,San Felipe Usila,No aplica,No aplica,No,0,No,Ejidal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72748,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73150,2014,12/08/2014,Oaxaca,San Juan Mazatlan,Selva,Inicial,No,1,Si,Comunal,437,36,Ladera,Sur,SMQ,VSaa,4,1,1,1,1,-95.29299967,17.05577778
72682,2014,22/08/2014,Oaxaca,Santiago Tilantongo,Bosque,Inicial,No,1,Si,Comunal,2409,15,Ladera,Norte,BP,VSaa,4,1,1,1,1,-97.30688889,17.22327711
72529,2014,13/11/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72297,2014,11/08/2014,Oaxaca,San Juan Mazatlan,Selva,Inicial,No,1,Si,Comunal,274,10,Planicie,Zenital,SMQ,VSA,4,1,1,1,1,-95.47188822,17.24441633
73141,2014,15/08/2014,Oaxaca,San Juan Cotzocon,Bosque,Inicial,No,1,Si,Comunal,957,55,Ladera,Este,BPQ,VSA,4,1,1,1,1,-95.71494444,17.07408267
73142,2014,24/07/2014,Oaxaca,San Juan Cotzocon,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
68394,2014,19/10/2014,Oaxaca,San Juan de los Cues,Bosque,Inicial,No,1,Si,Comunal,2018,40,Ladera,Norte,BQ,VSA,4,1,1,1,1,-96.99386078,18.07208267
69380,2014,08/09/2014,Oaxaca,San Francisco Chapulapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
71852,2014,18/08/2014,Oaxaca,Ixtlan de Juarez,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72288,2014,15/10/2014,Oaxaca,Santiago Zacatepec,Bosque,Inicial,No,1,Si,Comunal,549,36,Ladera,Este,BPQ,VSA,4,1,1,1,1,-95.89438856,17.26241667
74210,2014,24/07/2014,Oaxaca,Santa Maria Chimalapa,No aplica,Inaccesible (gabinete),No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74377,2014,05/08/2014,Oaxaca,San Carlos Yautepec,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74810,2014,13/11/2014,Oaxaca,San Miguel Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
71220,2014,17/09/2014,Oaxaca,San Juan Petlapa,Selva,Inicial,No,1,Si,Comunal,277,60,Barranca,Norte,SAP,VSA,4,1,1,1,1,-95.97861044,17.49186078
70533,2014,06/10/2014,Oaxaca,San Pedro Yolox,Selva,Reemplazo,No,1,Si,Comunal,849,38,Barranca,Este,SAP,VSA,4,1,1,1,1,-96.44191633,17.64736078
75214,2014,19/07/2014,Oaxaca,Santo Domingo Zanatepec,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
69847,2014,06/09/2014,Oaxaca,San Felipe Usila,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
74746,2014,08/07/2014,Oaxaca,Santiago Textitlan,Bosque,Inicial,No,1,Si,Comunal,1900,40,Barranca,Sureste,BQP,VSA,4,1,1,1,1,NULL,NULL
74209,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72456,2014,23/07/2014,Oaxaca,Santiago Juxtlahuaca,Bosque,Inicial,No,1,Si,Comunal,2336,52,Ladera,Noreste,BPQ,VSA,4,1,1,1,1,-97.96302778,17.28738856
72723,2014,14/08/2014,Oaxaca,San Juan Mazatlan,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72741,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
71434,2014,21/09/2014,Oaxaca,San Juan Lalana,No aplica,No aplica,No,0,No,No aplica,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
76567,2014,15/07/2014,Oaxaca,Santa Catarina Juquila,Bosque,Inicial,No,1,Si,Comunal,1383,87,Barranca,Sur,BG,VSA,4,1,1,1,1,-97.15080556,16.31525
76732,2014,04/07/2014,Oaxaca,San Pedro Mixtepec - Distr.,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73592,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73927,2014,21/06/2014,Oaxaca,Putla Villa de Guerrero,Bosque,Inicial,No,1,Si,Ejidal,901,45,Ladera,Este,BQP,VSA,4,1,1,1,1,-98.019166,16.97272156
70766,2014,27/08/2014,Oaxaca,Santiago Camotlan,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
73977,2014,03/08/2014,Oaxaca,San Lucas Camotlan,Bosque,Inicial,No,1,Si,Comunal,1755,89,Ladera,Este,BP,VSA,4,1,1,1,1,-95.67636044,16.891833
75181,2014,04/07/2014,Oaxaca,Nejapa de Madero,Bosque,Inicial,No,1,Si,Comunal,1769,60,Lomerio,Sur,BPQ,VSna,4,1,1,1,1,-95.78258267,16.62558267
77185,2014,10/07/2014,Oaxaca,San Carlos Yautepec,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
75146,2014,06/07/2014,Oaxaca,Santiago Textitlan,Bosque,Reemplazo,No,1,Si,Comunal,1667,35,Ladera,Norte,BQP,VSna,4,1,1,1,1,-97.41511111,16.68355522
76249,2014,23/07/2014,Oaxaca,Santa Cruz Zenzontepec,Bosque,Inicial,No,1,Si,Comunal,1267,55,Lomerio,Norte,BPQ,VSA,4,1,1,1,1,-97.42777711,16.41416667
73174,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
72956,2014,22/06/2014,Oaxaca,Santa Maria Chimalapa,No aplica,No aplica,No,0,No,Comunal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
68642,2014,20/10/2014,Oaxaca,Santa Maria Tecomavaca,No aplica,No aplica,No,0,No,Ejidal,0,0,No aplica,No aplica,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
